sequential: 25362us [12us] (0.14%; 0.14%)
	FoldConstant: 25350us [5071us] (0.14%; 99.95%)
		InferType: 20278us [20278us] (0.12%; 79.99%)
sequential: 16077843us [127us] (91.71%; 91.71%)
	RemoveUnusedFunctions: 236us [236us] (0.00%; 0.00%)
	ToBasicBlockNormalForm: 4199us [4199us] (0.02%; 0.03%)
	sequential: 73984us [42us] (0.42%; 0.46%)
		InferType: 17972us [17972us] (0.10%; 24.29%)
		Legalize: 19898us [3479us] (0.11%; 26.89%)
			InferType: 16418us [16418us] (0.09%; 82.51%)
		InferType: 16517us [16517us] (0.09%; 22.33%)
		Legalize: 19555us [3307us] (0.11%; 26.43%)
			InferType: 16249us [16249us] (0.09%; 83.09%)
	InferType: 17005us [17005us] (0.10%; 0.11%)
	Legalize: 28926us [9415us] (0.16%; 0.18%)
		InferType: 19510us [19510us] (0.11%; 67.45%)
	InferType: 18141us [18141us] (0.10%; 0.11%)
	SimplifyInference: 42837us [8757us] (0.24%; 0.27%)
		InferType: 34080us [34080us] (0.19%; 79.56%)
	FoldConstant: 15055978us [15041843us] (85.88%; 93.64%)
		InferType: 14135us [14135us] (0.08%; 0.09%)
	FoldScaleAxis: 17319us [15us] (0.10%; 0.11%)
		FoldConstant: 17304us [2997us] (0.10%; 99.92%)
			InferType: 14307us [14307us] (0.08%; 82.68%)
	InferType: 16029us [16029us] (0.09%; 0.10%)
	SimplifyExpr: 619147us [87232us] (3.53%; 3.85%)
		InferType: 31784us [31784us] (0.18%; 5.13%)
		InferType: 29040us [29040us] (0.17%; 4.69%)
		InferType: 31906us [31906us] (0.18%; 5.15%)
		InferType: 31337us [31337us] (0.18%; 5.06%)
		InferType: 29001us [29001us] (0.17%; 4.68%)
		InferType: 28737us [28737us] (0.16%; 4.64%)
		InferType: 29294us [29294us] (0.17%; 4.73%)
		InferType: 29198us [29198us] (0.17%; 4.72%)
		InferType: 29837us [29837us] (0.17%; 4.82%)
		InferType: 30366us [30366us] (0.17%; 4.90%)
		InferType: 29539us [29539us] (0.17%; 4.77%)
		InferType: 29943us [29943us] (0.17%; 4.84%)
		InferType: 29579us [29579us] (0.17%; 4.78%)
		InferType: 29313us [29313us] (0.17%; 4.73%)
		InferType: 29706us [29706us] (0.17%; 4.80%)
		InferType: 31786us [31786us] (0.18%; 5.13%)
		InferType: 31903us [31903us] (0.18%; 5.15%)
		InferType: 19646us [19646us] (0.11%; 3.17%)
	InferType: 16127us [16127us] (0.09%; 0.10%)
	FlattenAtrousConv: 18145us [3088us] (0.10%; 0.11%)
		InferType: 15057us [15057us] (0.09%; 82.98%)
	InferType: 15087us [15087us] (0.09%; 0.09%)
	FoldConstant: 18387us [3310us] (0.10%; 0.11%)
		InferType: 15077us [15077us] (0.09%; 82.00%)
	InferType: 14724us [14724us] (0.08%; 0.09%)
	SplitArgs: 18597us [3032us] (0.11%; 0.12%)
		InferType: 15565us [15565us] (0.09%; 83.70%)
	PlanDevices: 37898us [13us] (0.22%; 0.24%)
		PlanDevicesRewrite: 17603us [3086us] (0.10%; 46.45%)
			InferType: 14518us [14518us] (0.08%; 82.47%)
		PlanDevicesCore: 20282us [20282us] (0.12%; 53.52%)
	InferType: 15410us [15410us] (0.09%; 0.10%)
	FuseOps: 29541us [7317us] (0.17%; 0.18%)
		InferType: 22224us [22224us] (0.13%; 75.23%)
InferType: 26334us [26334us] (0.15%; 0.15%)
InlineGlobals: 491us [491us] (0.00%; 0.00%)
InferType: 24239us [24239us] (0.14%; 0.14%)
LabelOps: 44039us [21809us] (0.25%; 0.25%)
	InferType: 22230us [22230us] (0.13%; 50.48%)
AnnotateMemoryScope: 28139us [4723us] (0.16%; 0.16%)
	InferType: 23416us [23416us] (0.13%; 83.21%)
sequential: 1214472us [26us] (6.93%; 6.93%)
	RelayToTIRTargetHook: 573us [573us] (0.00%; 0.05%)
	InferType: 23459us [23459us] (0.13%; 1.93%)
	LowerTE: 1183702us [2718us] (6.75%; 97.47%)
		LowerTensorExpr: 1180984us [577461us] (6.74%; 99.77%)
			sequential: 21058us [26us] (0.12%; 1.78%)
				tir.InjectPrefetch: 28us [28us] (0.00%; 0.13%)
				tir.TextureFlatten: 295us [295us] (0.00%; 1.40%)
				tir.StorageFlatten: 2563us [26us] (0.01%; 12.17%)
					tir.StorageFlatten_impl: 2537us [10us] (0.01%; 98.98%)
						tir.BufferShapeLegalize: 312us [312us] (0.00%; 12.30%)
						tir.BufferStrideLegalize: 273us [273us] (0.00%; 10.77%)
						tir.ThreadScopePropagate: 61us [61us] (0.00%; 2.41%)
						tir.BufferBindUnwrapper: 360us [360us] (0.00%; 14.20%)
						tir.ApplyLayoutTransforms: 6us [6us] (0.00%; 0.23%)
						tir.StorageFlattener: 1286us [1286us] (0.01%; 50.68%)
						tir.AssertSimplifier: 229us [229us] (0.00%; 9.04%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.03%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.03%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.02%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.02%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.02%)
				tir.ManifestSharedMemoryLocalStage: 12us [12us] (0.00%; 0.06%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.02%)
				tir.LowerMatchBuffer: 70us [70us] (0.00%; 0.33%)
				tir.InjectSoftwarePipeline: 86us [86us] (0.00%; 0.41%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.02%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.02%)
				tir.BF16Legalize: 105us [4us] (0.00%; 0.50%)
					tir.BF16Promote: 35us [35us] (0.00%; 33.63%)
					tir.BF16CastElimination: 27us [27us] (0.00%; 26.21%)
					tir.BF16TypeLowering: 38us [38us] (0.00%; 35.93%)
				tir.NarrowDataType: 398us [398us] (0.00%; 1.89%)
				tir.Simplify: 1532us [1532us] (0.01%; 7.27%)
				tir.LoopPartition: 68us [68us] (0.00%; 0.32%)
				tir.VectorizeLoop: 69us [69us] (0.00%; 0.33%)
				tir.InjectVirtualThread: 239us [239us] (0.00%; 1.13%)
				tir.InjectDoubleBuffer: 12us [12us] (0.00%; 0.06%)
				tir.StorageRewrite: 218us [218us] (0.00%; 1.03%)
				tir.LowerVtcmAlloc: 23us [23us] (0.00%; 0.11%)
				tir.UnrollLoop: 174us [174us] (0.00%; 0.83%)
				tir.RenormalizeSplitPattern: 887us [887us] (0.01%; 4.21%)
				tir.Simplify: 1973us [1973us] (0.01%; 9.37%)
				tir.RemoveNoOp: 71us [71us] (0.00%; 0.34%)
				tir.RewriteUnsafeSelect: 44us [44us] (0.00%; 0.21%)
				tir.HoistIfThenElse: 1789us [6us] (0.01%; 8.49%)
					tir.InsertHoistIfThenElse: 329us [329us] (0.00%; 18.40%)
					tir.Simplify: 1392us [1392us] (0.01%; 77.82%)
					tir.RemoveNoOp: 62us [62us] (0.00%; 3.46%)
				tir.CommonSubexprElimTIR: 10340us [10340us] (0.06%; 49.10%)
			tir.BindParams: 23us [23us] (0.00%; 0.00%)
			sequential: 6511us [29us] (0.04%; 0.55%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.19%)
				tir.TextureFlatten: 179us [179us] (0.00%; 2.75%)
				tir.StorageFlatten: 995us [25us] (0.01%; 15.28%)
					tir.StorageFlatten_impl: 970us [9us] (0.01%; 97.53%)
						tir.BufferShapeLegalize: 164us [164us] (0.00%; 16.93%)
						tir.BufferStrideLegalize: 153us [153us] (0.00%; 15.75%)
						tir.ThreadScopePropagate: 14us [14us] (0.00%; 1.48%)
						tir.BufferBindUnwrapper: 160us [160us] (0.00%; 16.45%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.42%)
						tir.StorageFlattener: 320us [320us] (0.00%; 32.96%)
						tir.AssertSimplifier: 147us [147us] (0.00%; 15.14%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.09%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.09%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.07%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.06%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.07%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.11%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.07%)
				tir.LowerMatchBuffer: 22us [22us] (0.00%; 0.34%)
				tir.InjectSoftwarePipeline: 28us [28us] (0.00%; 0.43%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.07%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.06%)
				tir.BF16Legalize: 43us [5us] (0.00%; 0.67%)
					tir.BF16Promote: 15us [15us] (0.00%; 33.80%)
					tir.BF16CastElimination: 10us [10us] (0.00%; 23.02%)
					tir.BF16TypeLowering: 14us [14us] (0.00%; 31.65%)
				tir.NarrowDataType: 116us [116us] (0.00%; 1.78%)
				tir.Simplify: 736us [736us] (0.00%; 11.31%)
				tir.LoopPartition: 30us [30us] (0.00%; 0.46%)
				tir.VectorizeLoop: 5us [5us] (0.00%; 0.08%)
				tir.InjectVirtualThread: 164us [164us] (0.00%; 2.52%)
				tir.InjectDoubleBuffer: 8us [8us] (0.00%; 0.13%)
				tir.StorageRewrite: 47us [47us] (0.00%; 0.72%)
				tir.LowerVtcmAlloc: 9us [9us] (0.00%; 0.14%)
				tir.UnrollLoop: 12us [12us] (0.00%; 0.19%)
				tir.RenormalizeSplitPattern: 280us [280us] (0.00%; 4.30%)
				tir.Simplify: 600us [600us] (0.00%; 9.22%)
				tir.RemoveNoOp: 28us [28us] (0.00%; 0.43%)
				tir.RewriteUnsafeSelect: 9us [9us] (0.00%; 0.13%)
				tir.HoistIfThenElse: 786us [5us] (0.00%; 12.07%)
